customer_id,signup_date,region,acquisition_channel,segment,age,annual_income_egp,monthly_spend_egp,orders_last_6m,avg_order_value_egp,satisfaction_score,support_tickets,discount_rate,website_visits_last_30d,is_active,churned
CUST-10218,2023-08-21,Giza,Web,Bronze,38,"237,146",1843.77,8,238.07,4.4,2,0.06,12,Yes,No
CUST-10219,2024-11-22,Mansoura,Branch,Silver,43,"170,107",3430.55,2,1844.95,3.7,0,0.25,10,No,No
CUST-10220,2023-04-23,Alexandria,Mobile App,Silver,31,"159,463",2113.58,9,241.14,3.6,1,0.21,6,Yes,No
CUST-10221,,Mansoura,Web,Bronze,22,251703.0,1054.93,10,113.24,4.7,1,0.04,14,Yes,No
CUST-10222,2024-03-17,Asyut,Mobile App,Bronze,21,"223,030",2099.56,10,168.2,,6,0.2,13,No,No
CUST-10223,2024-07-17,Alexandria,Branch,Bronze,29,"215,034",1506.08,5,353.13,3.1,0,0.13,15,Yes,Yes
CUST-10224,2023-09-25,Asyut,Branch,Silver,25,"187,314",2500.31,9,234.58,2.7,1,0.28,18,Yes,No
CUST-10225,2024-05-24,,mobile app ,Silver,32,"243,905",2218.49,5,427.06,4.7,1,0.21,15,Yes,No
CUST-10226,2024-01-21,Alexandria,Branch,Gold,49,"137,340",2688.97,11,270.95,3.3,1,0.36,10,No,No
CUST-10227,2024-01-22,Alexandria,Branch,Silver,31,,1103.87,8,134.41,3.1,1,0.39,11,Yes,Yes
CUST-10228,2023-04-23,GIZA,Mobile App,Bronze,31,,1796.16,11,192.47,3.0,2,0.12,22,No,No
CUST-10229,2024-09-04,Mansoura,Web,Silver,35,"74,373",3181.39,6,523.36,4.7,2,0.43,16,Yes,No
CUST-10230,2024-09-16,Alexandria,Web,Bronze,31,"185,992",981.15,7,161.19,3.1,0,0.37,19,Yes,Yes
CUST-10231,2023-03-22,Giza,Call Center,Silver,34,159424.0,1297.2,5,291.7,4.5,2,0.23,13,Yes,No
CUST-10232,2024-11-29,Asyut,Web,Silver,41,"88,626",2379.37,3,945.71,3.4,0,0.21,16,Yes,Yes
CUST-10233,2023-04-23,Cairo,Call Center,Bronze,45,"119,468",2458.06,10,287.74,2.5,1,0.24,14,No,No
CUST-10234,2023-01-02,Alexandria,Web,Silver,46,"172,917",1760.04,3,680.11,3.3,3,0.23,16,Yes,No
CUST-10235,2024-10-03,Alexandria,Web,Bronze,58,"247,208",1949.41,7,304.29,3.6,3,0.2,16,Yes,No
CUST-10236,2023-08-08,Mansoura,Web,Bronze,41,137558.0,2679.9,8,317.17,3.5,2,0.35,10,Yes,No
CUST-10237,2024-07-19,Giza,Web,Bronze,60,"258,870",2964.67,6,416.26,3.5,3,0.19,10,Yes,No
CUST-10238,2025-01-05,Mansoura,Branch,Bronze,26,184107.0,1237.7,7,190.16,3.3,5,0.31,16,No,No
CUST-10239,2023-08-13,Mansoura,Call Center,Platinum,58,"265,175",2527.89,4,752.97,2.9,3,0.15,6,Yes,No
CUST-10240,2024-01-20,Cairo,Call Center,Silver,31,"140,708",3560.81,2,1941.79,3.6,0,0.24,19,No,No
CUST-10241,2024-02-07,Cairo,Mobile App,Bronze,32,"176,827",2095.7,5,491.02,4.1,0,0.15,13,Yes,No
CUST-10242,2024-09-29,Alexandria,Web,Silver,34,"203,951",1228.14,3,459.21,2.3,2,0.15,91,Yes,No
CUST-10243,2023-05-10,Giza,Mobile App,Bronze,33,"168,332",1186.52,8,,4.8,3,0.11,16,Yes,No
CUST-10244,2023-02-22,Cairo,Mobile App,Platinum,36,"241,947",2055.34,6,308.19,1.0,1,0.23,21,Yes,Yes
CUST-10245,2024-11-14,Alexandria,Mobile App,Silver,29,36508.0,3132.26,4,733.53,3.7,2,0.23,12,Yes,Yes
CUST-10246,2024-12-30,Giza,Web,Gold,44,"337,456",2163.32,7,268.04,,2,0.1,16,Yes,No
CUST-10247,2024-11-02,Alexandria,Mobile App,Bronze,29,"235,755",2370.31,8,305.97,3.1,3,0.15,20,Yes,No
CUST-10248,2024-12-10,Giza,Mobile App,Bronze,42,"168,720",1303.29,2,775.58,1.7,0,0.09,9,Yes,No
CUST-10249,2024-02-20,Alexandria,Branch,Silver,52,"144,099",3084.81,8,425.93,3.5,1,0.16,15,Yes,No
CUST-10250,2023-09-04,Giza,Branch,Gold,31,"123,683",1168.91,6,188.85,3.8,1,0.21,13,Yes,No
CUST-10251,2024-03-14,Alexandria,Mobile App,Bronze,44,"221,965",1745.95,6,233.32,2.6,1,0.22,17,Yes,No
CUST-10252,2023-07-22,Cairo,Mobile App,Bronze,41,"244,674",2766.92,5,512.05,2.9,0,0.28,14,No,Yes
CUST-10253,2023-07-03,Alexandria,Mobile App,Platinum,60,169436.0,364.51,7,52.63,4.5,2,0.18,23,No,No
CUST-10254,2023-05-03,Giza,Web,Silver,29,"251,954",2356.57,3,730.3,3.7,0,0.16,13,Yes,Yes
CUST-10255,2024-02-05,Asyut,Branch,Bronze,44,"121,028",1264.83,10,106.8,2.2,0,0.02,15,Yes,No
CUST-10256,2025-02-05,Giza,Call Center,Bronze,18,"109,552",2214.89,4,541.05,4.0,2,0.34,16,Yes,Yes
CUST-10257,2023-10-21,Asyut,Mobile App,Platinum,30,"297,867",1883.15,8,212.16,2.8,4,0.28,15,Yes,No
CUST-10258,2023-10-07,Alexandria,Web,Bronze,39,"218,422",4095.25,10,476.56,2.9,0,0.18,13,No,No
CUST-10259,2024-09-01,Cairo,Web,Gold,50,"270,795",1846.19,5,310.42,,2,0.26,13,Yes,No
CUST-10260,,Mansoura,Mobile App,Gold,22,"124,494",3858.39,5,632.51,3.7,1,0.35,10,Yes,No
CUST-10261,2024-05-25,Giza,Web,Bronze,44,119971.0,2728.26,6,364.73,3.2,1,0.31,26,Yes,No
CUST-10262,2025-01-21,Giza,Call Center,Silver,34,"156,690",1478.69,3,459.0,3.1,1,0.27,9,No,No
CUST-10263,2023-05-24,Cairo,Web,Bronze,18,"126,436",2497.73,7,379.71,3.4,0,0.51,16,No,No
CUST-10264,2024-08-31,Alexandria,Web,Bronze,37,"225,849",1926.03,9,233.73,2.9,1,0.17,12,Yes,No
CUST-10265,2023-07-20,Alexandria,Branch,Gold,54,131177.0,2417.94,6,395.46,4.6,0,0.3,16,Yes,No
CUST-10266,2023-05-04,Giza,Mobile App,Gold,23,"103,841",1557.5,6,278.72,2.2,0,0.3,9,No,Yes
CUST-10267,2023-07-06,Asyut,Web,Silver,34,189231.0,3721.16,5,,3.4,3,0.41,10,No,Yes
CUST-10268,2023-11-22,Cairo,Web,Silver,24,96151.0,3032.86,3,1078.81,2.3,1,0.11,19,Yes,Yes
CUST-10269,2024-04-08,Giza,Web,Bronze,30,"63,035",2228.6,7,259.87,4.4,6,0.3,11,Yes,No
CUST-10270,2023-12-15,Giza,Mobile App,Bronze,51,188662.0,3756.2,6,598.68,,2,0.36,19,No,No
CUST-10271,2025-02-09,Cairo,Web,Bronze,32,"66,301",2266.85,7,361.51,2.6,0,0.23,12,Yes,Yes
CUST-10272,2024-10-21,Giza,Mobile App,Bronze,50,"230,393",3187.86,6,595.71,4.2,1,0.27,9,Yes,No
CUST-10273,2025-02-02,Alexandria,Branch,Bronze,47,"89,303",2234.47,4,606.92,1.5,2,0.08,19,Yes,Yes
CUST-10274,2024-02-07,Giza,Web,Bronze,31,"35,000",2554.5,8,281.54,3.9,0,0.47,16,Yes,Yes
CUST-10275,2023-12-12,Cairo,Branch,Bronze,29,"160,903",2126.71,10,191.17,4.6,2,0.16,13,Yes,No
CUST-10276,2024-05-25,Giza,Branch,Bronze,25,"189,399",2285.77,8,342.42,3.8,4,0.4,20,Yes,Yes
CUST-10277,2023-05-27,Cairo,Web,Silver,25,"211,946",2353.48,8,247.51,3.1,2,0.27,15,Yes,No
CUST-10278,2023-05-28,Asyut,Branch,Gold,39,191181.0,1597.24,5,278.64,2.5,1,0.28,11,Yes,No
CUST-10279,2024-12-11,GIZA,Mobile App,Bronze,35,,1839.04,10,156.69,4.6,0,0.22,16,Yes,No
CUST-10280,2024-05-03,Alexandria,Branch,Platinum,28,"226,349",2004.92,6,311.12,4.4,6,0.32,13,Yes,No
CUST-10281,2024-10-01,Asyut,Mobile App,Gold,18,242409.0,2406.74,9,236.41,3.0,1,0.14,13,Yes,No
CUST-10282,2024-07-04,Alexandria,Mobile App,Bronze,36,"101,625",2172.48,4,542.62,3.0,1,0.57,12,No,No
CUST-10283,2023-12-04,Asyut,Mobile App,Gold,30,"168,235",3255.73,6,537.42,4.7,4,0.11,14,Yes,Yes
CUST-10284,2024-10-02,Cairo,Call Center,Silver,33,"162,161",2962.41,7,491.17,4.1,1,0.5,25,Yes,No
CUST-10285,2025-02-17,Mansoura,Mobile App,Silver,38,"194,325",2023.31,13,126.67,2.0,2,0.12,19,Yes,Yes
CUST-10286,2024-04-17,Alexandria,Mobile App,Bronze,18,"166,680",3443.61,6,532.58,,2,0.52,15,Yes,Yes
CUST-10287,2023-05-31,GIZA,Call Center,Silver,18,"175,588",3885.72,7,576.56,3.4,1,0.01,15,No,No
CUST-10288,2024-02-19,Cairo,Web,Bronze,60,"221,718",360.56,11,50.0,3.8,3,0.24,13,Yes,No
CUST-10289,2023-10-25,Cairo,Web,Silver,29,,3039.06,6,502.48,3.6,3,0.22,19,Yes,Yes
CUST-10290,2024-09-02,,Web,Silver,18,"227,929",1576.31,5,355.07,3.1,2,0.38,10,Yes,Yes
CUST-10291,2023-09-20,Alexandria,Web,Silver,19,"254,174",2920.67,5,481.96,3.8,0,0.04,10,Yes,Yes
CUST-10292,2025-02-02,Mansoura,Web,Silver,62,"286,219",3314.41,8,466.58,3.2,1,0.05,14,Yes,No
CUST-10293,2023-05-24,Mansoura,Branch,Gold,27,"40,681",1410.71,9,156.42,5.0,2,0.38,18,Yes,No
CUST-10294,2023-12-12,Cairo,Web,Bronze,48,168111.0,532.91,8,56.85,3.7,4,0.17,9,Yes,Yes
CUST-10295,2024-09-15,Asyut,Mobile App,Bronze,36,52268.0,2951.89,8,425.91,3.6,3,0.29,14,Yes,No
CUST-10296,2024-07-25,Giza,Web,Gold,30,35000.0,2321.86,8,307.56,5.0,2,0.32,6,Yes,No
CUST-10297,2023-01-02,Giza,Branch,Bronze,44,"189,366",698.41,7,86.34,2.4,4,0.23,12,Yes,No
CUST-10298,,Cairo,mobile app ,Bronze,18,154055.0,4476.61,4,910.39,3.5,0,0.43,13,Yes,No
CUST-10299,2023-09-11,Mansoura,Mobile App,Bronze,19,"199,490",2761.98,6,394.25,2.7,0,0.41,14,No,No
CUST-10300,2024-10-13,Cairo,Call Center,Bronze,30,"211,598",2803.09,2,1462.54,4.2,2,0.63,19,Yes,No
CUST-10301,2024-03-28,Alexandria,Web,Platinum,20,"261,113",3429.24,3,,3.2,2,0.32,15,Yes,No
CUST-10302,2023-02-06,Mansoura,Call Center,Silver,29,183505.0,1677.26,3,497.76,4.1,2,0.33,14,Yes,Yes
CUST-10303,2023-06-09,Cairo,Web,Platinum,44,"370,018",2317.41,4,469.31,4.1,0,0.23,12,Yes,No
CUST-10304,2023-01-09,Alexandria,Branch,Silver,36,"199,917",1012.61,13,84.84,4.3,2,0.2,17,Yes,No
CUST-10305,2023-08-21,Cairo,Web,Silver,50,"299,761",1652.85,5,371.61,4.1,4,0.4,19,Yes,Yes
CUST-10306,2023-04-09,Giza,Mobile App,Bronze,37,"35,000",2547.09,6,474.92,3.4,5,0.16,15,Yes,Yes
CUST-10307,2024-10-20,Giza,Mobile App,Silver,46,"267,733",701.24,3,198.93,2.3,1,0.14,21,Yes,Yes
CUST-10308,,Giza,Web,Bronze,34,"168,251",1627.34,8,236.23,4.5,2,0.06,20,No,No
CUST-10309,2023-05-11,Alexandria,Web,Gold,29,"53,357",1364.86,6,243.15,4.9,0,0.5,12,Yes,Yes
CUST-10310,2024-02-08,Giza,Web,Gold,51,"207,335",2327.88,5,539.61,2.8,1,0.06,12,Yes,No
CUST-10311,2023-06-01,Alexandria,Web,Bronze,27,"160,308",2717.23,8,332.48,4.3,0,0.61,8,Yes,No
CUST-10312,2023-02-23,Mansoura,Mobile App,Platinum,39,"217,703",2867.94,10,279.56,2.5,1,0.5,19,Yes,No
CUST-10313,2023-04-30,,mobile app ,Gold,43,"245,720",3098.93,10,345.16,3.8,4,0.37,10,Yes,No
CUST-10314,2024-11-03,Alexandria,Web,Silver,44,"83,205",3434.91,3,958.7,4.0,2,0.29,13,Yes,No
CUST-10315,2024-09-19,Alexandria,Web,Bronze,22,"245,970",2746.52,10,276.95,3.2,3,0.24,17,No,Yes
CUST-10316,2024-08-09,Giza,Call Center,Silver,47,"180,421",3898.6,4,1105.79,3.7,4,0.32,15,Yes,No
CUST-10317,2024-09-16,Giza,Web,Silver,24,"267,935",2307.55,6,435.39,4.4,2,0.32,10,Yes,Yes
CUST-10318,2024-02-24,Asyut,Web,Bronze,44,166665.0,2044.01,6,402.82,3.5,0,0.16,13,Yes,No
CUST-10319,2024-02-26,Alexandria,Web,Bronze,41,"149,423",2746.58,7,423.49,3.0,1,0.14,13,Yes,No
CUST-10320,2023-04-14,Cairo,Web,Gold,44,"181,759",2005.23,7,252.98,2.5,5,0.23,16,Yes,No
CUST-10321,2023-09-11,Giza,Call Center,Bronze,22,"186,621",3867.31,8,390.65,3.2,1,0.34,14,Yes,No
CUST-10322,2023-08-15,Giza,Web,Silver,41,"136,919",3217.89,7,455.91,2.5,1,0.35,21,Yes,Yes
CUST-10323,2023-04-22,Asyut,Web,Platinum,47,147740.0,2875.25,10,289.1,3.3,2,0.25,12,Yes,No
CUST-10324,2024-05-24,Cairo,Mobile App,Gold,37,"100,253",2318.28,8,259.68,3.2,2,0.12,19,Yes,No
CUST-10325,2024-04-17,Cairo,Mobile App,Bronze,26,"151,748",1833.27,7,222.58,4.3,2,0.19,12,Yes,Yes
CUST-10326,2023-04-09,Giza,Web,Gold,45,223960.0,2831.19,12,244.07,3.7,0,0.23,16,No,No
CUST-10327,2023-06-02,Giza,Mobile App,Bronze,36,"171,072",1185.61,11,119.18,5.0,5,0.09,12,No,No
CUST-10328,2023-12-04,Mansoura,Branch,Bronze,18,"245,589",3580.93,5,857.46,1.8,2,0.18,23,No,No
CUST-10329,2024-12-06, cairo ,Web,Silver,25,"167,947",2040.13,6,375.15,3.9,2,0.23,8,No,No
CUST-10330,2023-06-12,Mansoura,Mobile App,Bronze,29,"86,951",2474.6,6,460.87,3.2,5,0.26,21,No,Yes
CUST-10331,2024-12-20,Cairo,Mobile App,Bronze,52,218823.0,1381.36,8,180.71,2.7,0,0.36,13,No,No
CUST-10332,2024-11-11,Mansoura,Mobile App,Silver,50,"136,214",2850.69,10,340.48,3.6,3,0.07,19,No,Yes
CUST-10333,2023-06-10,Cairo,Web,Bronze,50,164831.0,1791.63,6,315.32,3.5,0,0.25,13,Yes,Yes
CUST-10334,2024-08-02,Cairo,Web,Bronze,38,260442.0,2784.31,3,1061.84,4.6,2,0.27,20,Yes,No
CUST-10335,2024-02-02,Alexandria,Call Center,Silver,45,"104,543",2881.65,14,242.54,3.7,4,0.35,11,Yes,Yes
CUST-10336,2023-10-04,Asyut,Branch,Gold,22,"190,708",1617.13,13,145.78,3.0,1,0.13,12,No,No
CUST-10337,2024-05-18,Asyut,Mobile App,Silver,35,"177,366",1188.82,5,226.49,3.9,0,0.24,16,Yes,Yes
CUST-10338,2024-01-27,Alexandria,Web,Bronze,40,"225,560",3578.71,7,425.08,3.4,2,0.28,21,Yes,No
CUST-10339,2023-05-15,Asyut,Mobile App,Silver,23,,2026.93,8,220.11,2.6,1,0.14,11,No,No
CUST-10340,2023-07-14,Cairo,Mobile App,Bronze,37,"197,150",2402.36,5,395.76,3.4,5,0.28,17,Yes,No
CUST-10341,2024-02-05,Asyut,Web,Bronze,54,"156,576",2636.92,13,170.82,3.8,3,0.1,9,Yes,Yes
CUST-10342,2024-10-01,Giza,Web,Gold,41,210769.0,1071.67,5,187.3,3.7,1,0.41,10,Yes,No
CUST-10343,2023-02-02,Mansoura,Call Center,Bronze,45,"266,818",2616.4,11,222.74,,2,0.06,104,Yes,No
CUST-10344,2024-11-18,Mansoura,Web,Bronze,18,"178,226",2289.21,8,291.14,3.1,0,0.37,15,Yes,Yes
CUST-10345,2024-04-04,Mansoura,Call Center,Silver,52,,1620.82,2,879.03,3.9,1,0.32,19,Yes,No
CUST-10346,2024-04-14,Alexandria,Web,Silver,33,"205,231",1159.12,8,128.14,3.7,4,0.11,13,No,Yes
CUST-10347,2024-01-10,Giza,Web,Silver,27,"182,517",2745.3,9,326.08,3.7,1,0.11,14,No,No
CUST-10348,2023-01-22,Mansoura,Web,Bronze,33,"93,049",3214.94,11,316.15,3.6,1,0.26,18,Yes,Yes
CUST-10349,2025-01-19,Cairo,Mobile App,Bronze,19,"195,557",2360.73,7,345.16,5.0,4,0.21,18,No,Yes
CUST-10350,2024-10-31,Asyut,Branch,Bronze,47,"92,460",908.98,12,87.98,4.6,3,0.19,18,No,Yes
CUST-10351,2023-02-07,Mansoura,Web,Bronze,31,"204,341",1248.4,5,210.83,3.9,5,0.4,10,Yes,No
CUST-10352,2023-08-18,Cairo,Call Center,Silver,27,"128,186",1811.09,9,175.24,2.9,0,0.18,14,Yes,Yes
CUST-10353,2023-12-31,Mansoura,Mobile App,Gold,33,182397.0,3608.16,8,438.15,3.3,1,0.35,14,No,No
CUST-10354,2024-07-16,Alexandria,Call Center,Gold,47,"205,389",1977.92,8,210.32,5.0,3,0.57,16,Yes,No
CUST-10355,2024-03-13,Mansoura,Web,Gold,36,"339,504",1778.29,7,260.78,3.1,1,0.16,9,Yes,No
CUST-10356,2025-02-14,Mansoura,Call Center,Bronze,19,"228,279",693.86,5,133.13,3.5,3,0.34,17,Yes,No
CUST-10357,2023-10-10,Cairo,Mobile App,Silver,40,,1608.98,7,210.05,3.4,0,0.2,18,No,No
CUST-10358,2023-01-27,Giza,Web,Bronze,25,"301,664",1090.36,8,118.3,3.9,1,0.15,20,Yes,Yes
CUST-10359,2023-08-14,Asyut,Web,Silver,18,211802.0,1297.14,7,173.1,3.2,0,0.08,10,Yes,No
CUST-10360,2023-10-04,Giza,Call Center,Silver,51,"198,570",2307.96,9,267.51,3.8,2,0.26,15,Yes,No
CUST-10361,2025-03-08,Alexandria,Branch,Bronze,40,"110,663",1838.95,7,270.67,3.2,4,0.38,10,No,Yes
CUST-10362,2024-08-31,Giza,Web,Bronze,34,"172,419",3729.55,1,3227.73,4.8,1,0.03,14,Yes,No
CUST-10363,2023-10-11,Giza,Mobile App,Platinum,31,"132,999",3170.2,7,384.94,3.0,2,0.24,11,Yes,No
CUST-10364,2024-04-25,Alexandria,Branch,Bronze,50,"153,931",22000.0,3,446.41,4.5,1,0.06,14,No,No
CUST-10365,2024-03-28,Alexandria,Call Center,Bronze,69,"301,593",1374.86,8,138.34,3.1,1,0.18,20,Yes,No
CUST-10366,2024-10-20,Cairo,Branch,Bronze,40,"187,450",3444.38,6,661.28,2.8,3,0.27,12,No,No
CUST-10367,2024-05-30,Alexandria,Mobile App,Gold,24,,3694.04,2,1510.93,3.0,1,0.11,14,Yes,No
CUST-10368,2024-06-30,,Web,Silver,33,"269,345",225.18,12,50.0,2.1,0,0.32,14,No,Yes
CUST-10369,2023-07-11,Cairo,Web,Silver,40,,2283.57,8,327.92,4.0,1,0.07,11,Yes,No
CUST-10370,2023-02-18,Cairo,Web,Bronze,18,"245,497",1973.31,6,276.01,2.6,4,0.06,13,Yes,No
CUST-10371,2024-05-26,Cairo,Mobile App,Silver,39,49602.0,2784.21,9,301.47,3.3,3,0.06,14,Yes,Yes
CUST-10372,2023-01-17,Giza,Mobile App,Bronze,40,"306,664",3948.4,4,1169.64,4.3,1,0.14,17,Yes,No
CUST-10373,2023-06-21,Alexandria,Web,Gold,50,"143,697",1764.35,9,222.24,4.3,1,0.21,9,No,No
CUST-10374,2023-08-08,GIZA,Call Center,Silver,48,"230,567",345.37,5,68.79,,2,0.2,4,Yes,Yes
CUST-10375,2023-06-07,Cairo,Mobile App,Bronze,36,"344,047",2721.11,5,601.38,3.9,0,0.42,13,Yes,No
CUST-10376,2024-04-21,Mansoura,Mobile App,Bronze,52,"320,097",3450.97,10,391.12,4.6,1,0.43,16,No,No
CUST-10377,2023-02-15,Mansoura,Mobile App,Bronze,57,"116,458",1926.62,4,452.37,3.0,3,0.38,6,Yes,Yes
CUST-10378,2024-01-08,,Mobile App,Bronze,35,"86,106",1565.47,10,181.1,4.1,0,0.18,11,No,Yes
CUST-10379,2024-06-01,Asyut,Web,Bronze,40,"272,973",1806.47,8,223.14,2.6,1,0.3,10,Yes,No
CUST-10380,2023-04-09,Asyut,Web,Silver,18,189234.0,2965.18,8,374.77,3.9,3,0.13,14,Yes,Yes
CUST-10381,2025-01-14,Cairo,Web,Silver,19,"147,443",1790.99,9,238.77,3.7,5,0.04,16,No,No
CUST-10382,2023-02-06,Giza,Web,Bronze,26,"220,379",2495.88,9,315.4,4.2,2,0.27,14,Yes,No
CUST-10383,2023-10-07,Asyut,Mobile App,Bronze,30,"169,413",2225.02,6,350.33,4.1,1,0.24,16,Yes,No
CUST-10384,2023-12-15,Mansoura,Mobile App,Bronze,23,225586.0,2132.16,7,,2.4,1,0.22,16,Yes,No
CUST-10385,2024-05-11,Cairo,Web,Gold,35,"184,354",2831.16,1,2974.05,3.7,0,0.19,10,Yes,No
CUST-10386,2023-10-29,Mansoura,Mobile App,Bronze,30,,1769.28,4,478.4,4.9,3,0.23,8,Yes,No
CUST-10387,2023-06-30,Mansoura,Web,Silver,47,121855.0,1812.47,9,213.53,1.6,1,0.16,17,Yes,No
CUST-10388,2024-08-29,Mansoura,Branch,Gold,30,"272,590",2917.84,13,266.45,4.5,2,0.16,13,Yes,No
CUST-10389,2023-04-09,Mansoura,Branch,Silver,18,"225,346",1311.77,7,214.6,5.0,2,0.55,10,Yes,No
CUST-10390,2024-11-30,Mansoura,Web,Gold,36,"222,009",1407.8,12,114.92,2.3,1,0.14,12,Yes,No
CUST-10391,2023-04-26,Cairo,Mobile App,Bronze,35,107351.0,1065.72,3,293.12,3.0,3,0.25,15,No,Yes
CUST-10392,2023-07-10,Cairo,Web,Platinum,26,290476.0,2964.11,6,489.29,4.1,2,0.22,7,Yes,No
CUST-10393,2023-09-10,Alexandria,Mobile App,Bronze,36,179108.0,2105.29,7,323.52,2.8,2,0.55,10,Yes,No
CUST-10394,2023-06-10,Asyut,Mobile App,Bronze,23,"227,323",1017.75,8,132.7,4.8,2,0.23,12,Yes,Yes
CUST-10395,2023-09-13,Giza,Web,Silver,39,159016.0,2968.43,10,301.37,4.6,0,0.37,12,Yes,No
CUST-10396,2023-11-19,Alexandria,Mobile App,Platinum,64,,1700.01,7,239.83,2.4,0,0.29,17,Yes,No
CUST-10397,2023-05-08,Alexandria,Web,Gold,18,"199,313",1415.49,7,185.53,2.9,1,0.19,22,Yes,No
CUST-10398,2023-01-18,GIZA,Web,Bronze,29,"35,000",2023.89,11,167.6,4.3,0,0.56,16,Yes,No
CUST-10399,2025-03-03,Mansoura,Mobile App,Bronze,28,"217,859",3530.85,8,441.4,4.3,2,0.26,12,Yes,No
CUST-10400,2025-01-04,Asyut,Web,Platinum,30,"307,747",1844.53,3,531.37,5.0,4,0.04,8,Yes,No
CUST-10401,2024-07-19,Alexandria,Mobile App,Bronze,46,"215,086",2717.8,3,848.2,2.8,2,0.02,16,Yes,No
CUST-10402,2024-07-23,Alexandria,Web,Gold,41,117749.0,2854.37,8,331.68,4.9,4,0.52,20,No,No
CUST-10403,2023-11-19,Giza,Branch,Gold,44,"222,248",2598.95,3,896.51,2.8,2,0.26,12,Yes,No
CUST-10404,2024-11-16,Alexandria,Web,Silver,35,"248,866",3343.96,4,691.09,4.1,6,0.3,14,Yes,No
CUST-10405,2025-03-02,Giza,Mobile App,Bronze,20,213310.0,1563.6,8,221.22,4.4,0,0.42,15,Yes,No
CUST-10406,2024-09-17, cairo ,Mobile App,Silver,23,"175,182",1261.0,8,161.56,1.0,2,0.47,11,No,Yes
CUST-10407,2023-10-15,Alexandria,Web,Bronze,43,"164,260",1243.33,8,166.04,4.4,2,0.39,16,No,Yes
CUST-10408,2024-10-24,Cairo,Branch,Gold,37,"163,990",2069.98,8,279.77,4.8,3,0.21,12,Yes,No
CUST-10409,2024-09-30,Cairo,Mobile App,Silver,49,"225,355",1347.66,1,1235.25,4.6,1,0.22,17,Yes,No
CUST-10410,2023-06-04,Alexandria,Mobile App,Gold,38,"88,537",2332.79,7,329.31,5.0,2,0.09,13,Yes,No
CUST-10411,2024-05-04,Giza,Mobile App,Bronze,22,"155,828",2269.29,4,670.86,4.5,2,0.15,8,Yes,Yes
CUST-10412,2024-01-21,Giza,Branch,Platinum,29,283715.0,3116.72,7,492.74,3.1,1,0.01,14,Yes,No
CUST-10413,2025-02-23,Mansoura,Branch,Silver,41,"286,223",2462.03,5,584.89,4.7,0,0.25,9,Yes,No
CUST-10414,2023-04-14,Alexandria,Mobile App,Bronze,43,"83,920",1825.46,11,182.3,3.1,1,0.12,15,Yes,Yes
CUST-10415,2024-01-28,Cairo,Mobile App,Bronze,44,"106,458",2569.76,6,372.72,3.7,1,0.46,10,Yes,Yes
CUST-10416,2023-09-03,Asyut,Web,Gold,23,"162,410",1272.83,7,150.16,4.3,2,0.12,7,No,Yes
CUST-10417,2023-06-25,Giza,Web,Silver,22,,2165.67,7,318.99,4.0,1,0.35,10,No,Yes
CUST-10418,2023-02-08,GIZA,Mobile App,Gold,33,61214.0,2487.46,3,782.0,4.8,5,0.26,20,Yes,No
CUST-10419,2024-04-21,Alexandria,Web,Bronze,51,"176,437",2316.39,9,234.26,5.0,1,0.2,11,Yes,No
CUST-10420,2024-11-12,Asyut,Mobile App,Bronze,27,"149,178",2573.56,5,577.96,2.6,1,0.12,10,No,Yes
CUST-10421,2025-01-28,Mansoura,Web,Silver,40,266188.0,1620.36,7,219.16,3.3,1,0.13,17,Yes,Yes
CUST-10422,2024-06-21,Mansoura,Web,Bronze,40,"71,001",3236.83,9,333.32,3.9,1,0.27,12,No,No
CUST-10423,2024-02-12,Mansoura,Mobile App,Silver,43,"186,015",3839.95,9,486.39,3.2,2,0.18,15,Yes,No
CUST-10424,2024-06-08,Cairo,Branch,Platinum,53,"154,415",757.59,5,172.51,3.5,2,0.16,22,No,No
CUST-10425,2024-05-20,Cairo,Web,Platinum,52,"275,537",1105.96,8,130.3,4.3,2,0.56,16,Yes,No
CUST-10426,2023-02-05,Mansoura,Mobile App,Platinum,28,218847.0,2238.77,8,317.07,4.2,3,0.33,10,No,No
CUST-10427,2024-11-15,Giza,Branch,Gold,18,"141,922",1969.1,9,249.49,3.8,1,0.1,14,Yes,No
CUST-10428,2023-01-20,Mansoura,Web,Bronze,28,"235,470",3906.77,2,1893.95,3.7,4,0.29,14,Yes,No
CUST-10429,2023-11-17,Cairo,Call Center,Bronze,36,"154,726",2397.81,11,180.18,3.4,4,0.37,14,No,No
CUST-10430,2025-02-14,Alexandria,Web,Silver,31,244956.0,3453.29,7,394.97,4.9,2,0.22,14,Yes,Yes
CUST-10431,2024-05-26,Giza,Web,Gold,57,164590.0,355.79,6,59.85,5.0,3,0.31,7,No,Yes
CUST-10432,2024-02-04,Giza,Branch,Bronze,35,,2932.75,9,305.54,4.5,3,0.17,12,Yes,Yes
CUST-10433,2024-10-15,Alexandria,Web,Silver,42,"208,345",1556.03,10,186.55,2.6,2,0.33,15,Yes,No
CUST-10434,2024-04-15,Giza,Mobile App,Bronze,37,"391,932",1541.61,5,341.92,3.4,1,0.14,10,Yes,No
CUST-10435,2023-05-23,Alexandria,Call Center,Silver,31,"176,562",1976.48,3,727.68,3.8,0,0.53,13,Yes,Yes
